obs,field,plot,Date-Time (CST),temperature,light
3566,dryland,C,8/8/2021 14:23,48.69,89866.24
3567,dryland,C,8/8/2021 14:38,49.16,89743.36
3568,dryland,C,8/8/2021 14:53,49.72,87531.52
3569,dryland,C,8/8/2021 15:08,49.03,85401.6
3570,dryland,C,8/8/2021 15:23,51.35,83456
3571,dryland,C,8/8/2021 15:38,49.68,81797.12
3572,dryland,C,8/8/2021 15:53,49.38,79503.36
3573,dryland,C,8/8/2021 16:08,49.68,75264
3574,dryland,C,8/8/2021 16:23,47.66,72151.04
3575,dryland,C,8/8/2021 16:38,47.66,66969.6
3576,dryland,C,8/8/2021 16:53,48.05,63713.28
3577,dryland,C,8/8/2021 17:08,47.23,58880
3578,dryland,C,8/8/2021 17:23,48.05,54906.88
3579,dryland,C,8/8/2021 17:38,47.19,49848.32
3580,dryland,C,8/8/2021 17:53,46.84,45056
3581,dryland,C,8/8/2021 18:08,45.56,40007.68
3582,dryland,C,8/8/2021 18:23,45.3,35706.88
3583,dryland,C,8/8/2021 18:38,42.98,30453.76
3584,dryland,C,8/8/2021 18:53,42.6,25937.92
3585,dryland,C,8/8/2021 19:08,41.01,20817.92
3586,dryland,C,8/8/2021 19:23,38.35,16087.04
3587,dryland,C,8/8/2021 19:38,37.06,12497.92
3588,dryland,C,8/8/2021 19:53,34.19,7521.28
3589,dryland,C,8/8/2021 20:08,32.39,4554.24
3590,dryland,C,8/8/2021 20:23,30.28,2167.68
3591,dryland,C,8/8/2021 20:38,27.75,684.16
3592,dryland,C,8/8/2021 20:53,26.42,81.74
3593,dryland,C,8/8/2021 21:08,26.68,2.9
3594,dryland,C,8/8/2021 21:23,29.34,0
3595,dryland,C,8/8/2021 21:38,29.86,0
3596,dryland,C,8/8/2021 21:53,29.73,0
3597,dryland,C,8/8/2021 22:08,29.77,0
3598,dryland,C,8/8/2021 22:23,29.38,0
3599,dryland,C,8/8/2021 22:38,28.53,0
3600,dryland,C,8/8/2021 22:53,28.14,0
3601,dryland,C,8/8/2021 23:08,27.93,0
3602,dryland,C,8/8/2021 23:23,28.05,0
3603,dryland,C,8/8/2021 23:38,27.88,0
3604,dryland,C,8/8/2021 23:53,27.5,0
3605,dryland,C,8/9/2021 0:08,27.32,0
3606,dryland,C,8/9/2021 0:23,26.85,0
3607,dryland,C,8/9/2021 0:38,26.77,0
3608,dryland,C,8/9/2021 0:53,26.6,0
3609,dryland,C,8/9/2021 1:08,26.42,0
3610,dryland,C,8/9/2021 1:23,26.21,0
3611,dryland,C,8/9/2021 1:38,26.08,0
3612,dryland,C,8/9/2021 1:53,25.69,0
3613,dryland,C,8/9/2021 2:08,25.44,0
3614,dryland,C,8/9/2021 2:23,25.35,0
3615,dryland,C,8/9/2021 2:38,25.27,0
3616,dryland,C,8/9/2021 2:53,24.97,0
3617,dryland,C,8/9/2021 3:08,24.36,0
3618,dryland,C,8/9/2021 3:23,24.24,0
3619,dryland,C,8/9/2021 3:38,24.06,0
3620,dryland,C,8/9/2021 3:53,23.94,0
3621,dryland,C,8/9/2021 4:08,23.55,0
3622,dryland,C,8/9/2021 4:23,22.99,0
3623,dryland,C,8/9/2021 4:38,22.65,0
3624,dryland,C,8/9/2021 4:53,22.61,0
3625,dryland,C,8/9/2021 5:08,22.26,0
3626,dryland,C,8/9/2021 5:23,22.39,0
3627,dryland,C,8/9/2021 5:38,22.01,0
3628,dryland,C,8/9/2021 5:53,22.13,0
3629,dryland,C,8/9/2021 6:08,21.62,0
3630,dryland,C,8/9/2021 6:23,21.49,0
3631,dryland,C,8/9/2021 6:38,21.32,2.48
3632,dryland,C,8/9/2021 6:53,21.58,64.98
3633,dryland,C,8/9/2021 7:08,21.75,656.64
3634,dryland,C,8/9/2021 7:23,22.01,2207.36
3635,dryland,C,8/9/2021 7:38,23.59,5404.16
3636,dryland,C,8/9/2021 7:53,24.19,8576
3637,dryland,C,8/9/2021 8:08,26.17,12620.8
3638,dryland,C,8/9/2021 8:23,28.48,20188.16
3639,dryland,C,8/9/2021 8:38,30.07,25241.6
3640,dryland,C,8/9/2021 8:53,32.09,30607.36
3641,dryland,C,8/9/2021 9:08,32.69,36782.08
3642,dryland,C,8/9/2021 9:23,34.57,44359.68
3643,dryland,C,8/9/2021 9:38,36.03,52224
3644,dryland,C,8/9/2021 9:53,36.81,54906.88
3645,dryland,C,8/9/2021 10:08,38.48,59432.96
3646,dryland,C,8/9/2021 10:23,39.04,63139.84
3647,dryland,C,8/9/2021 10:38,41.05,67256.32
3648,dryland,C,8/9/2021 10:53,42.25,71475.2
3649,dryland,C,8/9/2021 11:08,43.33,75223.04
3650,dryland,C,8/9/2021 11:23,44.74,78315.52
3651,dryland,C,8/9/2021 11:38,44.53,82165.76
3652,dryland,C,8/9/2021 11:53,45.43,85196.8
3653,dryland,C,8/9/2021 12:08,46.03,86917.12
3654,dryland,C,8/9/2021 12:23,46.16,90193.92
3655,dryland,C,8/9/2021 12:38,46.89,92528.64
3656,dryland,C,8/9/2021 12:53,47.1,92979.2
3657,dryland,C,8/9/2021 13:08,47.7,94330.88
3658,dryland,C,8/9/2021 13:23,47.62,94248.96
3659,dryland,C,8/9/2021 13:38,47.96,94248.96
3660,dryland,C,8/9/2021 13:53,47.4,94248.96
3661,dryland,C,8/9/2021 14:08,48.9,94003.2
3662,dryland,C,8/9/2021 14:23,48.65,91996.16
3663,dryland,C,8/9/2021 14:38,48.77,91750.4
3664,dryland,C,8/9/2021 14:53,48.99,90480.64
3665,dryland,C,8/9/2021 15:08,48.99,87859.2
3666,dryland,C,8/9/2021 15:23,49.33,86016
3667,dryland,C,8/9/2021 15:38,48.69,83783.68
3668,dryland,C,8/9/2021 15:53,49.08,80670.72
3669,dryland,C,8/9/2021 16:08,48.52,77045.76
3670,dryland,C,8/9/2021 16:23,47.62,72581.12
3671,dryland,C,8/9/2021 16:38,48,69775.36
3672,dryland,C,8/9/2021 16:53,46.42,63283.2
3673,dryland,C,8/9/2021 17:08,46.16,61542.4
3674,dryland,C,8/9/2021 17:23,45.73,56750.08
3675,dryland,C,8/9/2021 17:38,45.64,52326.4
3676,dryland,C,8/9/2021 17:53,45.04,46735.36
3677,dryland,C,8/9/2021 18:08,43.76,41359.36
3678,dryland,C,8/9/2021 18:23,42.47,36802.56
3679,dryland,C,8/9/2021 18:38,42.13,32153.6
3680,dryland,C,8/9/2021 18:53,41.22,28200.96
3681,dryland,C,8/9/2021 19:08,39.68,22128.64
3682,dryland,C,8/9/2021 19:23,37.71,16404.48
3683,dryland,C,8/9/2021 19:38,36.59,12672
3684,dryland,C,8/9/2021 19:53,34.32,7759.36
3685,dryland,C,8/9/2021 20:08,33.46,5185.28
3686,dryland,C,8/9/2021 20:23,32.43,2413.44
3687,dryland,C,8/9/2021 20:38,31.06,666.24
3688,dryland,C,8/9/2021 20:53,30.63,48.34
3689,dryland,C,8/9/2021 21:08,30.28,1.24
3690,dryland,C,8/9/2021 21:23,30.03,0
3691,dryland,C,8/9/2021 21:38,29.68,0
3692,dryland,C,8/9/2021 21:53,29.38,0
3693,dryland,C,8/9/2021 22:08,29.34,0
3694,dryland,C,8/9/2021 22:23,29.26,0
3695,dryland,C,8/9/2021 22:38,28.83,0
3696,dryland,C,8/9/2021 22:53,28.05,0
3697,dryland,C,8/9/2021 23:08,27.28,0
3698,dryland,C,8/9/2021 23:23,27.02,0
3699,dryland,C,8/9/2021 23:38,26.68,0
3700,dryland,C,8/9/2021 23:53,26.55,0
3701,dryland,C,8/10/2021 0:08,26.77,0
3702,dryland,C,8/10/2021 0:23,26.72,0
3703,dryland,C,8/10/2021 0:38,26.68,0
3704,dryland,C,8/10/2021 0:53,26.98,0
3705,dryland,C,8/10/2021 1:08,26.72,0
3706,dryland,C,8/10/2021 1:23,26.51,0
3707,dryland,C,8/10/2021 1:38,26.34,0
3708,dryland,C,8/10/2021 1:53,26.12,0
3709,dryland,C,8/10/2021 2:08,25.69,0
3710,dryland,C,8/10/2021 2:23,25.65,0
3711,dryland,C,8/10/2021 2:38,25.39,0
3712,dryland,C,8/10/2021 2:53,25.18,0
3713,dryland,C,8/10/2021 3:08,24.97,0
3714,dryland,C,8/10/2021 3:23,24.92,0
3715,dryland,C,8/10/2021 3:38,24.62,0
3716,dryland,C,8/10/2021 3:53,24.32,0
3717,dryland,C,8/10/2021 4:08,24.11,0
3718,dryland,C,8/10/2021 4:23,23.85,0
3719,dryland,C,8/10/2021 4:38,23.55,0
3720,dryland,C,8/10/2021 4:53,23.38,0
3721,dryland,C,8/10/2021 5:08,23.38,0
3722,dryland,C,8/10/2021 5:23,23.25,0
3723,dryland,C,8/10/2021 5:38,22.78,0
3724,dryland,C,8/10/2021 5:53,22.65,0
3725,dryland,C,8/10/2021 6:08,22.52,0
3726,dryland,C,8/10/2021 6:23,22.56,0
3727,dryland,C,8/10/2021 6:38,22.48,3.11
3728,dryland,C,8/10/2021 6:53,22.26,87.64
3729,dryland,C,8/10/2021 7:08,21.96,776
3730,dryland,C,8/10/2021 7:23,22.61,2887.68
3731,dryland,C,8/10/2021 7:38,25.31,9208.32
3732,dryland,C,8/10/2021 7:53,25.44,11269.12
3733,dryland,C,8/10/2021 8:08,28.35,18329.6
3734,dryland,C,8/10/2021 8:23,30.16,26890.24
3735,dryland,C,8/10/2021 8:38,31.61,32440.32
3736,dryland,C,8/10/2021 8:53,32.86,39239.68
3737,dryland,C,8/10/2021 9:08,34.06,45199.36
3738,dryland,C,8/10/2021 9:23,35.69,52142.08
3739,dryland,C,8/10/2021 9:38,36.93,58839.04
3740,dryland,C,8/10/2021 9:53,37.88,63119.36
3741,dryland,C,8/10/2021 10:08,39.34,65617.92
3742,dryland,C,8/10/2021 10:23,40.15,69017.6
3743,dryland,C,8/10/2021 10:38,41.27,73113.6
3744,dryland,C,8/10/2021 10:53,42.64,78008.32
3745,dryland,C,8/10/2021 11:08,43.71,79872
3746,dryland,C,8/10/2021 11:23,43.63,80834.56
3747,dryland,C,8/10/2021 11:38,42.38,77557.76
3748,dryland,C,8/10/2021 11:53,45.9,90152.96
3749,dryland,C,8/10/2021 12:08,45.64,90849.28
3750,dryland,C,8/10/2021 12:23,46.46,92200.96
3751,dryland,C,8/10/2021 12:38,46.29,93347.84
3752,dryland,C,8/10/2021 12:53,46.2,94085.12
3753,dryland,C,8/10/2021 13:08,45.56,95191.04
3754,dryland,C,8/10/2021 13:23,45.9,95518.72
3755,dryland,C,8/10/2021 13:38,46.8,95232
3756,dryland,C,8/10/2021 13:53,45.99,95846.4
3757,dryland,C,8/10/2021 14:08,46.42,95068.16
3758,dryland,C,8/10/2021 14:23,46.37,93757.44
3759,dryland,C,8/10/2021 14:38,46.67,91873.28
3760,dryland,C,8/10/2021 14:53,46.12,91504.64
3761,dryland,C,8/10/2021 15:08,45.86,84951.04
3762,dryland,C,8/10/2021 15:23,45.99,87818.24
3763,dryland,C,8/10/2021 15:38,46.12,85729.28
3764,dryland,C,8/10/2021 15:53,47.19,82595.84
3765,dryland,C,8/10/2021 16:08,47.14,77639.68
3766,dryland,C,8/10/2021 16:23,47.06,76001.28
3767,dryland,C,8/10/2021 16:38,48.05,74772.48
3768,dryland,C,8/10/2021 16:53,46.8,68300.8
3769,dryland,C,8/10/2021 17:08,47.02,65986.56
3770,dryland,C,8/10/2021 17:23,46.29,63016.96
3771,dryland,C,8/10/2021 17:38,44.53,60067.84
3772,dryland,C,8/10/2021 17:53,44.57,27494.4
3773,dryland,C,8/10/2021 18:08,41.35,32870.4
3774,dryland,C,8/10/2021 18:23,36.33,14254.08
3775,dryland,C,8/10/2021 18:38,38.52,35778.56
3776,dryland,C,8/10/2021 18:53,39.77,27484.16
3777,dryland,C,8/10/2021 19:08,39.21,23941.12
3778,dryland,C,8/10/2021 19:23,34.79,9062.4
3779,dryland,C,8/10/2021 19:38,33.2,7495.68
3780,dryland,C,8/10/2021 19:53,33.03,6740.48
3781,dryland,C,8/10/2021 20:08,32.39,4225.28
3782,dryland,C,8/10/2021 20:23,31.31,1545.6
3783,dryland,C,8/10/2021 20:38,30.37,407.84
3784,dryland,C,8/10/2021 20:53,30.24,38.74
3785,dryland,C,8/10/2021 21:08,30.11,0.82
3786,dryland,C,8/10/2021 21:23,29.73,0
3787,dryland,C,8/10/2021 21:38,29.73,0
3788,dryland,C,8/10/2021 21:53,29.64,0
3789,dryland,C,8/10/2021 22:08,29.13,0
3790,dryland,C,8/10/2021 22:23,28.83,0
3791,dryland,C,8/10/2021 22:38,28.1,0
3792,dryland,C,8/10/2021 22:53,27.63,0
3793,dryland,C,8/10/2021 23:08,27.37,0
3794,dryland,C,8/10/2021 23:23,27.28,0
3795,dryland,C,8/10/2021 23:38,27.2,0
3796,dryland,C,8/10/2021 23:53,26.68,0
3797,dryland,C,8/11/2021 0:08,26.68,0
3798,dryland,C,8/11/2021 0:23,26.12,0
3799,dryland,C,8/11/2021 0:38,25.74,0
3800,dryland,C,8/11/2021 0:53,25.99,0
3801,dryland,C,8/11/2021 1:08,25.95,0
3802,dryland,C,8/11/2021 1:23,25.87,0
3803,dryland,C,8/11/2021 1:38,25.82,0
3804,dryland,C,8/11/2021 1:53,25.65,0
3805,dryland,C,8/11/2021 2:08,25.48,0
3806,dryland,C,8/11/2021 2:23,25.44,0
3807,dryland,C,8/11/2021 2:38,25.44,0
3808,dryland,C,8/11/2021 2:53,25.44,0
3809,dryland,C,8/11/2021 3:08,25.35,0
3810,dryland,C,8/11/2021 3:23,25.31,0
3811,dryland,C,8/11/2021 3:38,25.22,0
3812,dryland,C,8/11/2021 3:53,24.92,0
3813,dryland,C,8/11/2021 4:08,24.66,0
3814,dryland,C,8/11/2021 4:23,24.36,0
3815,dryland,C,8/11/2021 4:38,24.19,0
3816,dryland,C,8/11/2021 4:53,23.85,0
3817,dryland,C,8/11/2021 5:08,23.72,0
3818,dryland,C,8/11/2021 5:23,23.59,0
3819,dryland,C,8/11/2021 5:38,23.38,0
3820,dryland,C,8/11/2021 5:53,23.64,0
3821,dryland,C,8/11/2021 6:08,23.25,0
3822,dryland,C,8/11/2021 6:23,22.95,0
3823,dryland,C,8/11/2021 6:38,22.39,1.86
3824,dryland,C,8/11/2021 6:53,21.96,58.3
3825,dryland,C,8/11/2021 7:08,21.88,801.6
3826,dryland,C,8/11/2021 7:23,22.65,2846.72
3827,dryland,C,8/11/2021 7:38,24.66,10752
3828,dryland,C,8/11/2021 7:53,26.04,13834.24
3829,dryland,C,8/11/2021 8:08,26.08,14392.32
3830,dryland,C,8/11/2021 8:23,25.78,17218.56
3831,dryland,C,8/11/2021 8:38,26.94,16409.6
3832,dryland,C,8/11/2021 8:53,29.73,28375.04
3833,dryland,C,8/11/2021 9:08,30.5,32317.44
3834,dryland,C,8/11/2021 9:23,35.22,51425.28
3835,dryland,C,8/11/2021 9:38,37.28,63549.44
3836,dryland,C,8/11/2021 9:53,40.37,68648.96
3837,dryland,C,8/11/2021 10:08,37.58,47104
3838,dryland,C,8/11/2021 10:23,42.3,71372.8
3839,dryland,C,8/11/2021 10:38,43.07,73850.88
3840,dryland,C,8/11/2021 10:53,42.94,68341.76
3841,dryland,C,8/11/2021 11:08,44.44,86179.84
3842,dryland,C,8/11/2021 11:23,43.11,74321.92
3843,dryland,C,8/11/2021 11:38,46.03,82821.12
3844,dryland,C,8/11/2021 11:53,41.78,63139.84
3845,dryland,C,8/11/2021 12:08,41.91,73072.64
3846,dryland,C,8/11/2021 12:23,41.95,67604.48
3847,dryland,C,8/11/2021 12:38,46.54,95313.92
3848,dryland,C,8/11/2021 12:53,42.85,80281.6
3849,dryland,C,8/11/2021 13:08,44.61,95518.72
3850,dryland,C,8/11/2021 13:23,44.31,82636.8
3851,dryland,C,8/11/2021 13:38,42.51,75407.36
3852,dryland,C,8/11/2021 13:53,39.47,53944.32
3853,dryland,C,8/11/2021 14:08,37.62,44482.56
3854,dryland,C,8/11/2021 14:23,37.06,42106.88
3855,dryland,C,8/11/2021 14:38,38.44,50544.64
3856,dryland,C,8/11/2021 14:53,39.25,52326.4
3857,dryland,C,8/11/2021 15:08,40.11,60538.88
3858,dryland,C,8/11/2021 15:23,44.18,78479.36
3859,dryland,C,8/11/2021 15:38,47.14,98467.84
3860,dryland,C,8/11/2021 15:53,45.3,66969.6
3861,dryland,C,8/11/2021 16:08,41.27,49684.48
3862,dryland,C,8/11/2021 16:23,40.15,50749.44
3863,dryland,C,8/11/2021 16:38,39.94,44687.36
3864,dryland,C,8/11/2021 16:53,42.21,69713.92
3865,dryland,C,8/11/2021 17:08,41.87,51691.52
3866,dryland,C,8/11/2021 17:23,40.07,39987.2
3867,dryland,C,8/11/2021 17:38,36.51,26890.24
3868,dryland,C,8/11/2021 17:53,35.6,25262.08
3869,dryland,C,8/11/2021 18:08,35.86,26603.52
3870,dryland,C,8/11/2021 18:23,36.21,25282.56
3871,dryland,C,8/11/2021 18:38,35.78,24401.92
3872,dryland,C,8/11/2021 18:53,35.3,20213.76
3873,dryland,C,8/11/2021 19:08,33.63,13813.76
3874,dryland,C,8/11/2021 19:23,32.73,11811.84
3875,dryland,C,8/11/2021 19:38,33.2,11724.8
3876,dryland,C,8/11/2021 19:53,31.74,6231.04
3877,dryland,C,8/11/2021 20:08,30.24,3217.92
3878,dryland,C,8/11/2021 20:23,29.81,1477.76
3879,dryland,C,8/11/2021 20:38,29.13,372
3880,dryland,C,8/11/2021 20:53,28.44,29.15
3881,dryland,C,8/11/2021 21:08,27.58,0.82
3882,dryland,C,8/11/2021 21:23,27.45,0
3883,dryland,C,8/11/2021 21:38,27.28,0
3884,dryland,C,8/11/2021 21:53,27.02,0
3885,dryland,C,8/11/2021 22:08,26.94,0
3886,dryland,C,8/11/2021 22:23,26.94,0
3887,dryland,C,8/11/2021 22:38,27.32,0
3888,dryland,C,8/11/2021 22:53,27.8,0
3889,dryland,C,8/11/2021 23:08,27.71,0
3890,dryland,C,8/11/2021 23:23,27.5,0
3891,dryland,C,8/11/2021 23:38,27.8,0
3892,dryland,C,8/11/2021 23:53,27.5,0
3893,dryland,C,8/12/2021 0:08,27.24,0
3894,dryland,C,8/12/2021 0:23,27.02,0
3895,dryland,C,8/12/2021 0:38,26.77,0
3896,dryland,C,8/12/2021 0:53,26.42,0
3897,dryland,C,8/12/2021 1:08,25.99,0
3898,dryland,C,8/12/2021 1:23,25.48,0
3899,dryland,C,8/12/2021 1:38,25.69,0
3900,dryland,C,8/12/2021 1:53,25.57,0
3901,dryland,C,8/12/2021 2:08,25.18,0
3902,dryland,C,8/12/2021 2:23,24.79,0
3903,dryland,C,8/12/2021 2:38,24.75,0
3904,dryland,C,8/12/2021 2:53,24.66,0
3905,dryland,C,8/12/2021 3:08,24.58,0
3906,dryland,C,8/12/2021 3:23,24.62,0
3907,dryland,C,8/12/2021 3:38,24.54,0
3908,dryland,C,8/12/2021 3:53,24.24,0
3909,dryland,C,8/12/2021 4:08,24.06,0
3910,dryland,C,8/12/2021 4:23,23.72,0
3911,dryland,C,8/12/2021 4:38,23.51,0
3912,dryland,C,8/12/2021 4:53,23.29,0
3913,dryland,C,8/12/2021 5:08,23.25,0
3914,dryland,C,8/12/2021 5:23,23.42,0
3915,dryland,C,8/12/2021 5:38,23.68,0
3916,dryland,C,8/12/2021 5:53,23.72,0
3917,dryland,C,8/12/2021 6:08,23.46,0
3918,dryland,C,8/12/2021 6:23,23.21,0
3919,dryland,C,8/12/2021 6:38,22.91,1.24
3920,dryland,C,8/12/2021 6:53,22.61,44.6
3921,dryland,C,8/12/2021 7:08,22.35,516.64
3922,dryland,C,8/12/2021 7:23,22.35,1820.8
3923,dryland,C,8/12/2021 7:38,23.59,8204.8
3924,dryland,C,8/12/2021 7:53,25.18,10316.8
3925,dryland,C,8/12/2021 8:08,30.46,26419.2
3926,dryland,C,8/12/2021 8:23,26.55,12687.36
3927,dryland,C,8/12/2021 8:38,25.35,11929.6
3928,dryland,C,8/12/2021 8:53,25.09,11668.48
3929,dryland,C,8/12/2021 9:08,25.39,14453.76
3930,dryland,C,8/12/2021 9:23,31.96,45793.28
3931,dryland,C,8/12/2021 9:38,32.34,35911.68
3932,dryland,C,8/12/2021 9:53,42.85,88145.92
3933,dryland,C,8/12/2021 10:08,41.22,57487.36
3934,dryland,C,8/12/2021 10:23,39.77,67072
3935,dryland,C,8/12/2021 10:38,34.23,38174.72
3936,dryland,C,8/12/2021 10:53,38.78,63713.28
3937,dryland,C,8/12/2021 11:08,46.46,102850.56
3938,dryland,C,8/12/2021 11:23,39.38,45793.28
3939,dryland,C,8/12/2021 11:38,36.59,51015.68
3940,dryland,C,8/12/2021 11:53,43.54,89374.72
3941,dryland,C,8/12/2021 12:08,47.87,72069.12
3942,dryland,C,8/12/2021 12:23,45.9,77885.44
3943,dryland,C,8/12/2021 12:38,47.36,96051.2
3944,dryland,C,8/12/2021 12:53,47.23,79052.8
3945,dryland,C,8/12/2021 13:08,42.77,67665.92
3946,dryland,C,8/12/2021 13:23,45.51,87654.4
3947,dryland,C,8/12/2021 13:38,48.09,110182.4
3948,dryland,C,8/12/2021 13:53,47.83,105553.92
3949,dryland,C,8/12/2021 14:08,47.57,109240.32
3950,dryland,C,8/12/2021 14:23,43.71,102932.48
3951,dryland,C,8/12/2021 14:38,44.18,48640
3952,dryland,C,8/12/2021 14:53,47.4,83005.44
3953,dryland,C,8/12/2021 15:08,41.44,32870.4
3954,dryland,C,8/12/2021 15:23,40.88,68587.52
3955,dryland,C,8/12/2021 15:38,38.05,31334.4
3956,dryland,C,8/12/2021 15:53,33.8,12313.6
3957,dryland,C,8/12/2021 16:08,30.59,15088.64
3958,dryland,C,8/12/2021 16:23,28.01,37376
3959,dryland,C,8/12/2021 16:38,33.33,35287.04
3960,dryland,C,8/12/2021 16:53,29.64,28866.56
3961,dryland,C,8/12/2021 17:08,32.39,30935.04
3962,dryland,C,8/12/2021 17:23,30.24,12876.8
3963,dryland,C,8/12/2021 17:38,27.5,4531.2
3964,dryland,C,8/12/2021 17:53,24.32,2944
3965,dryland,C,8/12/2021 18:08,25.99,4892.16
3966,dryland,C,8/12/2021 18:23,26.77,7933.44
3967,dryland,C,8/12/2021 18:38,26.81,9858.56
3968,dryland,C,8/12/2021 18:53,27.02,8071.68
3969,dryland,C,8/12/2021 19:08,26.81,9945.6
3970,dryland,C,8/12/2021 19:23,26.68,7874.56
3971,dryland,C,8/12/2021 19:38,26.51,5128.96
3972,dryland,C,8/12/2021 19:53,26.04,2865.92
3973,dryland,C,8/12/2021 20:08,25.74,1956.48
3974,dryland,C,8/12/2021 20:23,25.48,519.04
3975,dryland,C,8/12/2021 20:38,25.69,89.2
3976,dryland,C,8/12/2021 20:53,24.84,8.09
3977,dryland,C,8/12/2021 21:08,23.21,0.2
3978,dryland,C,8/12/2021 21:23,23.81,0
3979,dryland,C,8/12/2021 21:38,23.59,0
3980,dryland,C,8/12/2021 21:53,23.46,0
3981,dryland,C,8/12/2021 22:08,23.08,0
3982,dryland,C,8/12/2021 22:23,22.43,0
3983,dryland,C,8/12/2021 22:38,22.31,0
3984,dryland,C,8/12/2021 22:53,22.43,0
3985,dryland,C,8/12/2021 23:08,22.31,0
3986,dryland,C,8/12/2021 23:23,21.92,0
3987,dryland,C,8/12/2021 23:38,21.92,0
3988,dryland,C,8/12/2021 23:53,21.4,0
3989,dryland,C,8/13/2021 0:08,21.36,0
3990,dryland,C,8/13/2021 0:23,21.1,0
3991,dryland,C,8/13/2021 0:38,21.19,0
3992,dryland,C,8/13/2021 0:53,21.58,0
3993,dryland,C,8/13/2021 1:08,21.36,0
3994,dryland,C,8/13/2021 1:23,21.23,0
3995,dryland,C,8/13/2021 1:38,21.19,0
3996,dryland,C,8/13/2021 1:53,20.85,0
3997,dryland,C,8/13/2021 2:08,20.5,0
3998,dryland,C,8/13/2021 2:23,20.03,0
3999,dryland,C,8/13/2021 2:38,19.95,0
4000,dryland,C,8/13/2021 2:53,19.26,0
4001,dryland,C,8/13/2021 3:08,19.05,0
4002,dryland,C,8/13/2021 3:23,19.13,0
4003,dryland,C,8/13/2021 3:38,19.13,0
4004,dryland,C,8/13/2021 3:53,18.7,0
4005,dryland,C,8/13/2021 4:08,19,0
4006,dryland,C,8/13/2021 4:23,19.35,0
4007,dryland,C,8/13/2021 4:38,18.79,0
4008,dryland,C,8/13/2021 4:53,19.26,0
4009,dryland,C,8/13/2021 5:08,19.56,0
4010,dryland,C,8/13/2021 5:23,18.62,0
4011,dryland,C,8/13/2021 5:38,17.11,0
4012,dryland,C,8/13/2021 5:53,16.6,0
4013,dryland,C,8/13/2021 6:08,16.17,0
4014,dryland,C,8/13/2021 6:23,16.86,0
4015,dryland,C,8/13/2021 6:38,17.37,1.24
4016,dryland,C,8/13/2021 6:53,16.86,38.28
4017,dryland,C,8/13/2021 7:08,16.64,412
4018,dryland,C,8/13/2021 7:23,17.63,2089.6
4019,dryland,C,8/13/2021 7:38,19.47,6013.44
4020,dryland,C,8/13/2021 7:53,21.75,9912.32
4021,dryland,C,8/13/2021 8:08,27.75,26992.64
4022,dryland,C,8/13/2021 8:23,31.96,32768
4023,dryland,C,8/13/2021 8:38,30.16,27361.28
4024,dryland,C,8/13/2021 8:53,27.8,19261.44
4025,dryland,C,8/13/2021 9:08,29.98,22917.12
4026,dryland,C,8/13/2021 9:23,35.99,43315.2
4027,dryland,C,8/13/2021 9:38,42.25,64225.28
4028,dryland,C,8/13/2021 9:53,43.11,66867.2
4029,dryland,C,8/13/2021 10:08,42.64,72970.24
4030,dryland,C,8/13/2021 10:23,43.97,76206.08
4031,dryland,C,8/13/2021 10:38,46.59,87777.28
4032,dryland,C,8/13/2021 10:53,49.59,94494.72
4033,dryland,C,8/13/2021 11:08,42.68,41093.12
4034,dryland,C,8/13/2021 11:23,41.78,52715.52
4035,dryland,C,8/13/2021 11:38,41.83,63508.48
4036,dryland,C,8/13/2021 11:53,44.66,81121.28
4037,dryland,C,8/13/2021 12:08,48.95,60948.48
4038,dryland,C,8/13/2021 12:23,48.09,96378.88
4039,dryland,C,8/13/2021 12:38,48.82,87367.68
4040,dryland,C,8/13/2021 12:53,47.06,57036.8
4041,dryland,C,8/13/2021 13:08,39.59,74670.08
4042,dryland,C,8/13/2021 13:23,45.47,67604.48
4043,dryland,C,8/13/2021 13:38,41.22,74403.84
4044,dryland,C,8/13/2021 13:53,43.16,50462.72
4045,dryland,C,8/13/2021 14:08,44.06,56156.16
4046,dryland,C,8/13/2021 14:23,46.97,35379.2
4047,dryland,C,8/13/2021 14:38,39.81,77352.96
4048,dryland,C,8/13/2021 14:53,38.44,39751.68
4049,dryland,C,8/13/2021 15:08,38.52,42332.16
4050,dryland,C,8/13/2021 15:23,43.93,48250.88
4051,dryland,C,8/13/2021 15:38,36.81,30177.28
4052,dryland,C,8/13/2021 15:53,36.63,27320.32
4053,dryland,C,8/13/2021 16:08,36.38,29696
4054,dryland,C,8/13/2021 16:23,35.9,29102.08
4055,dryland,C,8/13/2021 16:38,35.95,34068.48
4056,dryland,C,8/13/2021 16:53,35.99,33556.48
4057,dryland,C,8/13/2021 17:08,35.09,27484.16
4058,dryland,C,8/13/2021 17:23,33.8,22333.44
4059,dryland,C,8/13/2021 17:38,33.29,20659.2
4060,dryland,C,8/13/2021 17:53,32.86,17725.44
4061,dryland,C,8/13/2021 18:08,32.04,15037.44
4062,dryland,C,8/13/2021 18:23,31.14,12241.92
4063,dryland,C,8/13/2021 18:38,30.5,9817.6
4064,dryland,C,8/13/2021 18:53,29.98,7866.88
4065,dryland,C,8/13/2021 19:08,29.38,5898.24
4066,dryland,C,8/13/2021 19:23,28.7,4337.92
4067,dryland,C,8/13/2021 19:38,26.72,1614.08
4068,dryland,C,8/13/2021 19:53,25.48,1522.56
